T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
11,16,8,-,93,0,0.3,6.3,11.1,-,-,-,-,1,2010,12,25
10.9,17,7,-,94,0,0.3,3.9,11.1,-,-,-,-,1,2010,12,26
11.6,20,6,-,82,0,0.5,3.7,14.8,-,-,-,-,1,2010,12,27
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2010,12,28
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2010,12,29
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2010,12,30
12.2,16,9,-,92,0,1.6,12.6,20.6,-,-,-,-,1,2010,12,31
10.7,16,8,-,90,0,1.8,14.8,22.2,-,-,-,-,1,2011,01,1
10.6,13,9,-,80,0,2.7,13.5,20.6,-,-,-,-,-,2011,01,2
10.2,14,6,-,78,0,1.4,5.7,13,-,-,-,-,1,2011,01,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,6
8.7,15,4,-,87,0,0.6,7.2,14.8,-,-,-,-,1,2011,01,7
7.9,14,4,-,93,0,0.5,7.8,13,-,-,-,-,1,2011,01,8
8.3,-,5,-,92,0,0.8,12.8,14.8,-,-,-,-,1,2011,01,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,12
16.3,25,8,-,62,0,1.4,7.6,11.1,-,-,-,-,1,2011,01,13
17,24,11,-,68,0,1.3,13,18.3,-,-,-,-,1,2011,01,14
14.1,21,10,-,52,0,3.1,14.3,27.8,-,-,-,-,-,2011,01,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,18
10.9,19,5,-,59,0,2.7,11.9,24.1,-,-,-,-,-,2011,01,19
12.6,20,5,-,53,0,2.9,4.8,14.8,-,-,-,-,-,2011,01,20
15.3,22,7,-,51,0,2.4,4.6,16.5,-,-,-,-,-,2011,01,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,24
15.3,21,8,-,46,0,2.1,5.6,16.5,-,-,-,-,-,2011,01,25
17.1,29,8,-,46,0,3.4,8.7,18.3,27.8,-,-,-,-,2011,01,26
11.7,18,6,-,69,0,1.9,9.1,20.6,-,-,-,-,1,2011,01,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,01,28
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2011,01,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,01,30
14.1,29,7,-,68,0,1.8,9.6,20.6,-,-,-,-,1,2011,01,31
13,21,6,-,73,0,1.9,9.4,22.2,-,-,-,-,1,2011,02,1
15.8,23,9,-,66,0,2.1,8.9,16.5,-,-,-,-,1,2011,02,2
17.6,29,9,-,66,0,1.6,4.8,14.8,-,-,-,-,1,2011,02,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,02,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,02,6
20.6,26,14,-,68,0,3.1,6.9,13,-,-,-,o,-,2011,02,7
16.4,22,12,-,67,0,2.1,12.4,18.3,-,-,-,-,1,2011,02,8
15.2,22,8,-,63,0,2.9,13,25.9,38.9,-,-,-,1,2011,02,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,12
21.6,28,16,-,53,0,2.4,8.7,20.6,-,-,-,-,-,2011,02,13
18.1,22,16,-,77,-,3.4,13,20.6,-,o,-,o,-,2011,02,14
15.6,18,13,-,95,-,3.2,11.7,25.9,-,o,-,o,-,2011,02,15
-,-,-,-,-,-,-,-,-,-,o,-,o,1,2011,02,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,18
16.7,23,10,-,63,0,2.1,5.6,13,-,-,-,-,1,2011,02,19
16.6,25,12,-,72,-,2.7,7.6,14.8,-,o,-,-,1,2011,02,20
14.9,21,11,-,82,0,1.4,9.3,18.3,-,-,-,-,1,2011,02,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,02,24
18.1,24,11,-,60,-,2.6,7.6,18.3,-,o,-,o,1,2011,02,25
16.9,21,13,-,75,-,2.7,7.6,14.8,-,o,-,-,-,2011,02,26
17.8,23,11,-,58,0,4.3,10.9,18.3,-,-,-,-,-,2011,02,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,02,28
15.4,21,10,-,75,0,2.6,10,22.2,-,-,-,-,-,2011,03,1
18.7,24,14,-,71,-,1.8,6.7,11.1,-,o,-,-,-,2011,03,2
17.6,20,15,-,94,-,1.6,6.9,11.1,-,o,-,-,-,2011,03,3
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2011,03,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,03,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,03,6
20.6,27,13,-,55,0,3.5,11.7,22.2,33.5,-,-,-,-,2011,03,7
20.8,26,14,-,63,0,3.4,12.6,22.2,-,-,-,-,-,2011,03,8
20.7,26,16,-,59,0,4.7,10.7,20.6,-,-,-,-,-,2011,03,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,12
22,29,14,-,52,0,2.9,7,20.6,-,-,-,-,-,2011,03,13
22.8,30,15,-,59,0,2.4,6.1,18.3,33.5,-,-,-,-,2011,03,14
24.4,32,16,-,60,0,1.9,3.5,16.5,-,-,-,-,-,2011,03,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,03,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,18
26.3,34,19,-,43,0,2.7,8.9,16.5,-,-,-,-,-,2011,03,19
25.3,32,18,-,43,0,3.7,11.5,20.6,27.8,-,-,-,-,2011,03,20
22.8,29,16,-,48,0,3.4,12.6,22.2,-,-,-,-,-,2011,03,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,24
25.3,32,18,-,48,0,3.1,10,20.6,-,-,-,-,1,2011,03,25
26.7,34,18,-,42,0,3.2,9.1,22.2,33.5,-,-,-,-,2011,03,26
28.1,36,19,-,38,0,2.7,7.6,18.3,27.8,-,-,-,-,2011,03,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,28
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,03,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,03,30
26.3,34,18,-,43,0,2.7,11.9,18.3,27.8,-,-,-,-,2011,03,31
26.2,33,19,-,40,0,2.7,8.3,18.3,-,-,-,o,-,2011,04,1
26.2,33,21,-,34,-,3.5,13.1,22.2,-,o,-,o,-,2011,04,2
26,31,20,-,31,0,3.9,13.9,22.2,37,-,-,-,-,2011,04,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,6
27.1,32,19,-,30,0,2.3,9.6,18.3,33.5,-,-,-,-,2011,04,7
26.4,33,18,-,29,0,2.9,9.4,18.3,-,-,-,-,-,2011,04,8
27.7,34,20,-,28,0,2.9,7.4,14.8,-,-,-,-,-,2011,04,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,04,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,12
27.8,33,20,-,35,0,3.4,9.6,16.5,-,-,-,-,-,2011,04,13
28.7,35,22,-,33,0,3.4,6.7,14.8,-,-,-,-,-,2011,04,14
29.9,36,24,-,31,0,2.6,4.8,16.5,-,-,-,-,-,2011,04,15
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,04,16
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,04,17
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,04,18
27.6,34,20,-,32,-,3.2,10,37,55.4,o,-,-,-,2011,04,19
27.8,34,19,-,31,0,3.7,8.9,22.2,-,-,-,-,-,2011,04,20
29.6,35,21,-,23,0,3.2,10.7,25.9,37,-,-,-,-,2011,04,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,24
33.4,40,25,-,23,0,2.6,6.7,18.3,-,-,-,-,-,2011,04,25
29.5,36,24,-,39,0,2.7,16.7,22.2,44.3,-,-,-,-,2011,04,26
30.4,36,23,-,39,0,2.9,11.3,18.3,-,-,-,-,-,2011,04,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,04,30
34.1,41,27,-,22,0,3.4,11.5,27.8,46.5,-,-,-,-,2011,05,1
33.9,40,28,-,25,0,3.1,9.3,20.6,27.8,-,-,-,-,2011,05,2
34.2,41,28,-,24,0,3.1,13.1,33.5,51.9,-,-,-,-,2011,05,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,05,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,05,5
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,05,6
31.2,36,25,-,37,0,3.1,10.7,18.3,-,-,-,-,-,2011,05,7
32.3,38,25,-,33,0,2.9,8.7,22.2,-,-,-,-,-,2011,05,8
34.8,41,28,-,23,0,2.9,8.1,22.2,51.9,-,-,-,-,2011,05,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,12
34.1,39,29,-,31,0,3.4,10.4,25.9,37,-,-,o,-,2011,05,13
34.9,41,29,-,26,0,2.4,7.2,14.8,-,-,-,o,-,2011,05,14
35.7,42,29,-,21,0,2.9,8.5,14.8,-,-,-,-,-,2011,05,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,17
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,05,18
34.9,42,27,-,36,0,4,17.2,25.9,-,-,-,-,-,2011,05,19
32.8,39,26,-,45,0,3.2,16.1,24.1,42.4,-,-,o,-,2011,05,20
26.3,32,21,-,63,-,2.9,19.1,33.5,51.9,o,-,o,-,2011,05,21
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,05,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,24
35.4,41,29,-,34,0,3.1,13.9,37,55.4,-,-,o,-,2011,05,25
31.6,39,27,-,42,-,3.4,12,27.8,46.5,o,-,o,-,2011,05,26
30.8,36,25,-,46,-,3.1,11.5,33.5,51.9,o,-,o,-,2011,05,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,05,28
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,05,29
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,05,30
33.4,41,28,-,47,0,2.9,18,27.8,42.4,-,-,-,-,2011,05,31
30.1,35,23,-,52,-,3.7,19.4,33.5,51.9,o,-,o,-,2011,06,1
30,35,25,-,43,0,3.4,12,31.3,50,-,-,-,-,2011,06,2
33.3,39,26,-,36,0,3.2,8.9,14.8,27.8,-,-,-,-,2011,06,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,06,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,6
35.8,44,29,-,33,0,3.2,18.1,37,55.4,-,-,-,-,2011,06,7
32.9,37,28,-,46,0,3.5,18,25.9,37,-,-,-,-,2011,06,8
32.4,37,27,-,47,0,3.4,18.7,27.8,44.3,-,-,-,-,2011,06,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,11
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2011,06,12
34.8,39,28,-,49,0,3.5,8.5,18.3,-,-,-,o,-,2011,06,13
34.5,41,26,-,44,-,3.5,11.3,20.6,37,o,-,o,-,2011,06,14
30.4,34,27,-,68,0,3.9,15.9,22.2,37,-,-,-,-,2011,06,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,06,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,06,18
30.9,38,25,-,63,-,3.4,8,22.2,40.7,o,-,o,-,2011,06,19
32.2,36,28,-,62,0,3.4,10.4,22.2,40.7,-,-,-,-,2011,06,20
33.6,38,30,-,57,0,3.4,7,18.3,-,-,-,-,-,2011,06,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,06,24
32.4,36,27,-,67,-,3.4,11.1,18.3,-,o,-,o,-,2011,06,25
28.1,30,26,-,87,-,2.7,7.2,14.8,-,o,-,o,-,2011,06,26
28.6,32,27,-,91,-,1.9,4.3,14.8,-,o,-,-,-,2011,06,27
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,06,28
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,06,29
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,06,30
31.1,35,26,-,65,0,2.9,11.1,25.9,40.7,-,-,-,-,2011,07,1
31.1,36,27,-,65,0,3.1,8.3,22.2,46.5,-,-,-,-,2011,07,2
31.4,37,27,-,60,0,4.2,12.8,24.1,42.4,-,-,-,-,2011,07,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,4
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,07,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,6
30.9,35,28,-,68,0,3.5,14.6,18.3,33.5,-,-,o,-,2011,07,7
27.9,31,26,-,87,-,2.6,9.8,18.3,-,o,-,-,-,2011,07,8
27.1,32,-,-,89,0,3.2,9.3,22.2,-,-,-,-,-,2011,07,9
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,07,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,07,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,12
31.8,35,28,-,70,0,3.4,9.6,16.5,-,-,-,-,-,2011,07,13
29.4,34,27,-,81,0,3.5,12.4,18.3,-,-,-,-,-,2011,07,14
28.1,31,26,-,82,-,4,13.9,24.1,-,o,-,-,-,2011,07,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,18
31.3,35,28,-,71,0,2.9,6.9,11.1,-,-,-,-,-,2011,07,19
31.4,37,27,-,67,-,3.5,13,18.3,-,o,-,-,-,2011,07,20
31,35,26,-,72,-,3.2,8,18.3,33.5,o,-,o,-,2011,07,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,07,22
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,07,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,24
29.7,32,27,-,76,0,3.2,13.9,22.2,-,-,-,-,-,2011,07,25
30.8,35,29,-,72,0,3.2,9.4,24.1,-,-,-,-,-,2011,07,26
28.9,33,27,-,84,-,2.6,10.4,20.6,-,o,-,-,-,2011,07,27
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,07,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,07,30
31.9,36,28,-,70,0,3.5,9.6,20.6,-,-,-,o,-,2011,07,31
31.7,36,28,-,69,0,3.9,10,16.5,-,-,-,o,-,2011,08,1
32.8,38,28,-,64,-,4.3,10.9,18.3,-,o,-,-,-,2011,08,2
30.4,34,28,-,72,0,3.7,11.7,22.2,-,-,-,-,-,2011,08,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,08,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,08,5
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,08,6
30.4,34,28,-,79,-,3.4,11.7,20.6,-,o,-,-,-,2011,08,7
30.6,34,28,-,74,0,3.9,17.2,25.9,37,-,-,o,-,2011,08,8
30.1,33,26,-,71,-,4.7,20.4,31.3,46.5,o,-,-,-,2011,08,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,08,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,08,12
29.3,34,26,-,78,0,3.5,14.6,18.3,-,-,-,-,-,2011,08,13
28.1,31,26,-,80,-,3.4,18.3,27.8,46.5,o,-,o,-,2011,08,14
26.8,28,25,-,95,-,2.1,14.6,85.2,-,o,-,-,-,2011,08,15
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,08,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2011,08,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,08,18
27.7,30,26,-,88,-,2.6,7.8,18.3,-,o,-,o,-,2011,08,19
29.2,33,26,-,80,0,3.2,14.6,22.2,-,-,-,-,-,2011,08,20
30.8,34,27,-,74,0,2.7,8.1,14.8,-,-,-,-,-,2011,08,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,22
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,08,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,24
29.8,33,26,-,79,-,2.6,6.7,14.8,-,o,-,o,-,2011,08,25
29.5,32,27,-,84,0,2.1,6.7,11.1,-,-,-,-,-,2011,08,26
29.3,32,27,-,84,0,2.9,9.3,18.3,-,-,-,-,-,2011,08,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,08,30
31.6,35,29,-,71,0,3.5,10.9,79.5,-,-,-,-,-,2011,08,31
31.7,35,29,-,70,0,3.9,9.3,14.8,-,-,-,-,-,2011,09,1
30.9,36,25,-,72,0,3.9,11.1,14.8,-,-,-,o,-,2011,09,2
29.8,33,26,-,72,-,3.7,18.5,27.8,38.9,o,-,-,-,2011,09,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,6
27.9,33,25,-,90,-,2.7,3.3,11.1,-,o,-,o,-,2011,09,7
29.3,34,27,-,81,-,2.6,7.6,16.5,-,o,-,o,-,2011,09,8
27.1,29,26,-,95,-,1.9,5.2,13,-,o,-,o,-,2011,09,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,12
30.8,34,27,-,73,0,3.4,6.7,11.1,-,-,-,-,-,2011,09,13
30.4,35,27,-,76,0,3.9,7.8,13,-,-,-,o,-,2011,09,14
27,32,25,-,90,-,2.3,5.4,18.3,-,o,-,o,-,2011,09,15
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2011,09,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,18
28.9,34,25,-,78,0,3.1,10,18.3,-,-,-,-,-,2011,09,19
28.2,32,24,-,75,0,3.4,12.8,20.6,-,-,-,-,-,2011,09,20
28.8,32,25,-,74,0,2.7,11.3,20.6,-,-,-,-,-,2011,09,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,24
28.9,34,23,-,65,0,3.7,10.9,22.2,-,-,-,-,-,2011,09,25
28.3,33,23,-,66,0,3.7,13.7,27.8,40.7,-,-,-,-,2011,09,26
28.3,34,23,-,65,0,3.9,12.6,22.2,40.7,-,-,-,-,2011,09,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,09,30
27.6,33,21,-,58,0,3.7,13.5,24.1,37,-,-,-,-,2011,10,1
27.8,34,21,-,54,0,3.5,11.9,20.6,38.9,-,-,-,-,2011,10,2
28.2,33,22,-,54,0,3.5,7.8,22.2,-,-,-,-,-,2011,10,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,6
28.2,33,22,-,56,0,3.2,8,20.6,35.2,-,-,-,-,2011,10,7
28.8,35,23,-,58,0,2.7,7.6,16.5,-,-,-,-,-,2011,10,8
27.6,34,21,-,59,0,2.4,8.1,22.2,-,-,-,-,-,2011,10,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,12
27.6,35,20,-,47,0,2.9,7.4,22.2,-,-,-,-,-,2011,10,13
28.2,34,21,-,43,0,3.2,11.5,25.9,-,-,-,-,-,2011,10,14
26.7,34,21,-,45,0,2.9,7.4,18.3,-,-,-,-,-,2011,10,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,18
25.3,32,19,-,46,0,2.1,6.7,20.6,-,-,-,-,-,2011,10,19
25.7,33,19,-,49,0,1.3,3.3,13,-,-,-,-,-,2011,10,20
24.9,31,18,-,57,0,1,2.4,9.4,-,-,-,-,-,2011,10,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,24
24.5,31,18,-,48,0,1.4,5,13,-,-,-,-,-,2011,10,25
23.6,30,16,-,47,0,1.6,8.1,14.8,-,-,-,-,-,2011,10,26
22.3,29,16,-,44,0,2.3,8.1,22.2,-,-,-,-,-,2011,10,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,10,30
23.1,31,16,-,47,0,1.1,3,9.4,-,-,-,-,-,2011,10,31
24,32,17,-,42,0,1.6,4.6,14.8,-,-,-,-,-,2011,11,1
24.3,32,17,-,40,0,2.1,5.7,16.5,-,-,-,-,-,2011,11,2
24.1,31,18,-,40,0,1.9,4.3,14.8,-,-,-,-,-,2011,11,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,6
22.1,29,16,-,51,0,1.9,4.6,11.1,-,-,-,-,-,2011,11,7
22.7,29,16,-,45,0,1.6,2.8,9.4,-,-,-,-,-,2011,11,8
23.8,30,16,-,50,0,1.6,8.5,18.3,-,-,-,-,1,2011,11,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,12
23.6,29,15,-,43,0,3.2,5.2,11.1,-,-,-,-,-,2011,11,13
22.4,30,15,-,49,0,2.4,3.7,11.1,-,-,-,-,-,2011,11,14
21.9,29,15,-,51,0,2.1,5,13,-,-,-,-,-,2011,11,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,18
21,27,16,-,73,0,1,6.5,14.8,-,-,-,-,1,2011,11,19
20.7,26,15,-,75,0,0.8,3.7,13,-,-,-,-,1,2011,11,20
23.8,28,16,-,64,0,0.6,1.9,9.4,-,-,-,-,1,2011,11,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,24
22.8,28,14,-,52,0,1.6,2.6,9.4,-,-,-,-,1,2011,11,25
21.4,28,14,-,51,0,1.8,2.8,11.1,-,-,-,-,-,2011,11,26
18.6,25,13,-,61,0,1.4,1.9,13,-,-,-,-,-,2011,11,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,11,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,11,30
18.4,29,12,-,56,0,1.6,3.3,18.3,-,-,-,-,1,2011,12,1
21.9,28,14,-,59,0,0.8,1.3,7.6,-,-,-,-,1,2011,12,2
19.3,27,13,-,60,0,1.3,6.5,16.5,-,-,-,-,1,2011,12,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,12,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,12,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,6
20.3,26,14,-,67,0,1.8,10.6,16.5,-,-,-,-,1,2011,12,7
21.6,28,15,-,64,0,2.1,11.3,14.8,-,-,-,-,-,2011,12,8
17.7,22,14,-,86,0,0.6,9.1,14.8,-,-,-,-,1,2011,12,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,12,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,12
15.8,28,8,-,51,0,1.6,5.4,14.8,-,-,-,-,-,2011,12,13
15.7,28,8,-,48,0,1.8,4.4,14.8,-,-,-,-,-,2011,12,14
13.7,21,7,-,50,0,1.9,4.1,14.8,-,-,-,-,-,2011,12,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,12,16
